"id";"polarity";"tweet"
"1467918096";"4";"Fine-tuning part of a song Maddy and I r making.  Sounding good. I feel pro. Not. Hahaha"
"2008626683";"4";"Gran Turismo on PSP! FF13 to be on PC! What more can I ask for?! Gran Turismo 5 on PC perhaps? "
"1960821853";"4";"@dornx give me time and ill come with you sa london! haha. good luck with that! "
"1467971939";"4";"hanging out with biology til 4am woo  !"
"1467917300";"4";"Happy Morning, la toat? lumea!  "
"1548496948";"4";"Watching Oprah that I had taped from earlier! It's was about Twitter today! "
"2067126108";"4";"Chrisette Michelle just came on the ipod . she's so mellow "
"1968082909";"4";"Lakers! Going to the finals!! Weee! "
"2257073099";"4";"Getting my hair cut while texting with my brother and getting updates about Iran  &amp; the baseball game. God, I love my iPhone!"
"1467990301";"4";"@ILUVNKOTB he wants u to follow who he follows on twitter. some very nice organizations "
"1468006104";"4";"@dmf71 rrrrrr you so very sweet a big hi to you!!!!!!! "
"2192673181";"4";"@scrambledeggos Seattle is very nice. So green it reminds me of Germany "
"2031911307";"4";"great song  @Sharpatoulas: &quot;seattle's best&quot; ♫ http://blip.fm/~7mki1"
"1751574773";"4";"@taylorswift13 Taylor Swift I think you're so pretty it makes my heart melt everytime I see your face. "
"2066535902";"4";"starbucks &amp; tanning. good start for today "
"1759502287";"4";"@Oprah We are so happy to have you back in the Tarheel State, even if you are in Blue Devil country "
"1881097261";"4";"Not long till LONDON BABY!!!  and then the EMIRATES ON SUNDAY!!!!  YEAH!! cant wait... "
"1824369536";"4";"I got back from Brazil last week, and everyone there is good. Here we are in full force preparing for the arrival of our boy "
"2011034549";"4";"@MissSydneyJ Im good, lol... I feel awake "
"1967926543";"4";"The Lakers got it..  hahaah this is why i love LA"
"1468037411";"4";"pierce surprised me w/ 2 koi fish today! he's the best!!!  did i mention he's remodeling the whole apt?i'm so grateful for him in my life!"
"1467953838";"4";"Still up. Playin cards with the girls. "
"2189616175";"4";"I have a great fun day with my best friend!! Watch pride and prejudice, eat mcdonalds and taking funny videos "
"1467936123";"4";"@nicolerichie that was my favorite show/series when i was little! "
"1467841175";"4";"@beycah Good for you Becca, have a good sleep. "
"1967961954";"4";"Yeah Lakers!!!!!! I am so stinkin' excited!!! Now the cavs need to shut the magic out for the best finals possible!! "
"1978262839";"4";"@seodubai Go #Lakers go!  Good morning!"
"1685303578";"4";"@nick_carter Don't forget my dear, you'll always be in my mind and my heart ok?  BIG kiss and special affection from me (Brazil)! I ? u!"
"1994187668";"4";"Wow Announcement of new Halo game from Bungie  HALO: Reach - this rumor was true too, scheduled for 2010 #xboxe3"
"1964959305";"4";"@hotglassblower Oprah would have touched your feminine side today and since you luv her som much I even DVR'd it "
"1468039437";"4";"im glad you had a good time  i wntd to do something nice for u and we did! what r u up to?"
"1967342614";"4";"Lakers up 13 at half ! Looking good !! "
"1467990285";"4";"@alix_says, it's just like school except there's even more homework and everyone's a lot nicer (normally) "
"1994142180";"4";"#xboxe3 Gameplay looks awesome, just as always from Bungie! "
"1994102754";"0";"One more air crash  , Air France aircraft from Brazil to Paris was lost in mid Atlantic "
"2267117862";"0";"Bye bye Vegas! Helloo long ass drive home "
"1467973313";"4";"@Shantymanfan I got your package! Wow, I'm so excited! My very own one! So, do I plant it in a pot for now, and water it till it grows? "
"2050433216";"4";"@EP31 we have soccer, too~! The New England Revolution, aka the Revs!  TAYLOR TWELLMAN FTW"
"2211068713";"0";"@Lakers girls better do something amazing atthis parade!Most likelythey will just ruin thebeauty thatis goinon  unfortunately they SUCK!!!"
"2266149167";"0";"@ObamaNews Your pages are being redirected to nowhere.  "
"2062485716";"0";"ugh ran to mcdonalds.. so hungry. no time to eat "
"2266794704";"0";"has hayfever  and can't be arsed with being grounded. i hate it."
"1467824856";"4";"loving life... and loving you "
"1468000812";"0";"@AmberPacific i know i dont know why i said that "
"1685666978";"0";"@vishnupsp yea man, Missing #bck5 really hard.  I am at Ma College of Engg, Kothamangalam, what do you do..?"
"2195338217";"0";"@Nahrain yeah, the torturer (Lynndee England), she's another sick puppy. "
"2223904374";"0";"@brennasaurus  Lame! Mom said she has to work all say on Saturday. :'("
"1467986559";"0";"@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. "
"2218208927";"0";"My ninong Mike died yesterday..  Please pray for him. Everyone's sad about that. Facebook stats.. "
"2238654745";"0";"Damn u silverstone. wotya have to hold the racing on the day i'll be travelling back from middle england!! Booo!! "
"2249107903";"0";"continental check-in at seatac was so brutal. waited 30 minutes to get my boarding passes printed... worse yet... starbucks is closed. "
"1978545952";"0";"@ab3dj  Poor cavs....all that hard work. "
"2218188308";"0";"Completely forgot that Trav wanted to play XBox tonight "
"2008026571";"0";"I forgot my iphone at home. I feel naked without it "
"2188796341";"0";"Going to bed early, I got a headache...  "
"2233530283";"0";"Worried about my friends who had a break-in-- 2 laptops stolen, nothing else. iPod Nano was left on the dining table. Data backed up, but "
"1932652218";"0";"@RubyRose1 prop 8 didn't pass... again? OMG why does it even have to go to a vote. Obama should just work his magic? "
"2187920291";"0";"Going to bed. I am not feeling well today. Got a fever. "
"2069563222";"0";"I keep drinking coffee wishing it was Starbucks "
"2060852332";"0";"@drewkolar my dad threw me out, I'm at my grandma's tonight.. and I need a drinking buddy  but I'm in Brazil, not really around the corner"
"2068028521";"0";"exhausted and I have a brutal headache "
"2003014069";"0";"Loss it tough for fans and Lebron, yes indeed  http://tr.im/n9Cr"
"2251419270";"0";"Shiny new white 32Gb iPhone 3G S unboxing will need to take place later due to other priorities "
"2253750161";"0";"Jogging, isnt REALLY that cool, especially if you've got a fever "
"2207540245";"0";"Waiting for him. Hopefully he gets on facebook soon. Something is wrong though, some people can't write on my wall. Hope it's fixed soon. "
"1467854706";"0";"I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. "
"2009988523";"4";"@Michael_Cera starbucks is the best. i work there, i should know  what're you getting there?"
"2296424580";"0";"Is starting to think Obama was all hype    same old politicians"
"2256282440";"0";"Kelly Clarkson CD is already in.  This is going to be a long ride to Scranton with @annibannani2 and @fakealvy. I #blamedrewscancer."
"1564688640";"0";"Feels sad my best friend Skippy is not going to be in London  Thanks for ruining that T! ;)"
"1685337831";"0";"I wish Fallout 3 was on the PSP...but only because that's all I have with me right now "
"1467935628";"4";"@CheapyD sweet, new episode of cagcast, thnx cheapy "
"1836028000";"4";"@googoodolls http://twitpic.com/56m0y - Really nice!  Grettings from Brazil =P i love goo goo dolls (L'"
"2204876460";"0";"-gasps- dananananaykroyd touring aussie ....  GRRR WHY ALWAYS SYDNEY AND MELBZ FFS"
"1993817089";"4";"Modern warfare 2 gameplay looks goood  #xboxe3"
"2055745238";"4";"England have won the rugby they played like a well oiled machine "
"2039738654";"4";"eating mcdonalds and watching b work out!  yum! I need to start working out. flabs do not look good on the beach! lols"
"1977088625";"0";"magic vs lakers... I kno my baby @erik_jamaal is happy, but im so not interested in this match up. idk who I will root 4 "
"1974642639";"4";"@JonasBrothers I LOVE YOU MR PRESIDENT&lt;3 my friend doesnt know about mr president &amp; she thought I said i love obama HAHA! "
"1468033194";"0";"@stephenkruiser I'm so sorry to hear about your dog "
"2052051192";"0";"@Shari58 Still got the fever "
"1978768368";"0";"Guess I will go to bed...Cavs lost "
"1976962520";"0";"ouchyyy booo  headache! going to beed right now. even when its 7:42 oouuuch"
"1967985329";"4";"And the west was won! Yeah lakers! "
"1975392285";"0";"Mr. iPod is sick "
"1468021282";"0";"Well, that sucked. "
"1467971217";"4";"By the way... I never imagined that I'd have 111 followers. Thank you all, even the robots "
"2045381352";"4";"@SeattleWillow Have a nice time work! "
"2254977181";"0";"so glad it isn;t as hot today as yesterday...yet. Still can't shake this headache. "
"2069807761";"4";"At starbucks with my new sister  learning her new phone."
"1881614899";"0";"@AnnaSaccone sounds yummy! i hate now living on practically nothing! "
"1467906151";"0";"@Poohpot lmao im sorry poohpot i ate it all! "
"2326395653";"0";"have a really sore throat and i think i also have a fever  not good"
"1548528100";"4";"Ashton is going to be Oprah!  All hail the Twitter King! LOL!"
"1468034673";"0";"Listening to Bjork's All is full of Love... crying "
"2240602094";"0";"@ImajicArt 3 month cancer battle. "
"2206742783";"0";"Is it raining in the north end? Too bad, that has no effect on the record of dry days in a row in SEATTLE. We northenders don't count. "
"1467814180";"0";"this week is not going as i had hoped "
"1467873227";"0";"I'm really cold. I don't want to go to sleep yet but there's nothing to do "
"1828030638";"4";"@dpburland yes i think i might just do that hehe might watch sleepless in seattle my fave "
"1467971357";"4";"Just saw Sunshine Cleaning. I love Amy Adams "
"2258562048";"0";"i'm bored dude ¬¬ nobody wants to take me to mcdonalds... "
"1467862213";"0";"@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now"
"1979900633";"0";"@Miss_Kookie  im good mad my CAvS lost "
"1468052063";"0";"@Kal_Penn I am so sad  Kutner was my favorite of the new team!!"
"1751036928";"4";"@wale I'm gonna havta temp stop fllwing u while ur talkin abt kobe bc I loveeeeeeee him &amp; I'm taking it personal and I like lebron 2. "
"1467989500";"4";"OK bedtime for me...  We made it through another Monday!!!  YAY!!!  Night Tweets!    *poof*"
"1822865989";"4";"http://twitpic.com/5c9gs - A picture of Taylor Swift. I really like this picture. I have an exact one on my walls of my room! "
"1963173652";"0";"Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) &amp; PsPrint, each biz card = sep. project = "
"2058860624";"0";"listening to taylor swift, her music makes me sad "
"1957158891";"4";"@maryaflower McDonalds coffee beat starbucks by a mile in a blind taste test "
"2266989055";"0";"happy fathers day to all the fathers out there!!!!! unfortunatly im not celebrting, my dad died coz of cancer when i was 8  xxx"
"2050828881";"4";"@m3L1nd4 not in youtube,, but in dvd.. about the story it's mix between meteor garden and hana yori dango.. you must watch it.. "
"2206318875";"0";"I had a dream Michelle Obama was stalking me. She was trying to pin flower broaches one me "
"1467986614";"4";"@arataka yay!  you found them!!!  "
"1468037016";"4";"GuiPulp is open "
"1559513777";"0";"I can't find my Ipod   Just tore the living room apart and never found it."
"1995955627";"4";"Going to Brians graduation. Wearing Taylor Swift's designed dress. "
"1833721929";"0";"@KidFco0L LMAO my throat hurts... Man I told myself I wasn't gonna come back from vegas with an STD rhis trip "
"2177370539";"4";"@taylorswift13 you're soooo talented and I wish I could go to one of your concerts! Ily miss taylor swift! "
"1979514746";"4";"@harper I'm in the same boat as you.  Happily, there is a McDonalds close by so we can both enjoy a greasy breakfast."
"1977022578";"0";"@elizard I think Mary is working Monday night too  CAVS need a miracle "
"2253406898";"0";"@psprkl @sdoyon It's bad for their little baby ears "
"2232292528";"0";"I miss my iPod...life just isn't the same without it "
"2003692932";"0";"@mattress i had my ipod to take notes, i just have such a short attention span I forgot by the time my haircut was done. "
"1467936920";"4";"Finally almost home "
"2014223504";"4";"@realjohngreen Yeah, Dutch people are up as well ;). Say hi to Sydney for me "
"1467935121";"0";"I wanna be in a punk rock band again "
"2255524419";"0";"is running a fever after last night, sad face. "
"2231401627";"0";"Facebook is freaking out.  Apparently I have no friends. Yesterday I had 642. "
"1985624215";"0";"i just found my old,  broken, pink ipod nano. poor thing "
"1977105075";"0";"@Cibaby sorry hear bout the cavs "
"1564332091";"4";"you know twitter is going places when oprah starts tweeting. oh and larry king! "
"2196224069";"0";"Damn, booted up the xbox for the first time in ages and Live is down for maintenance! "
"2014849041";"0";"@gfalcone601 i should soo do that but i need to get back to England asap.. miserable in Texas "
"2322706077";"0";"way sunburned, if i ever get skin cancer i will credit pool volleyball "
"1694532379";"4";"@Jonasbrothers Nice skillz Nick  x love always, Marjorie &amp; Jemimah. Sydney, Australia."
"1467972258";"4";"@daygan Wow! This Ubuntu feature is really cool  ?? again! Got More??"
"1467929915";"0";"My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! "
"1972285421";"0";"wow... all i wanted to do is see taylor swift but of course shes sold out! "
"1467901351";"4";"@danielkirkley Lead Me To The Cross is one of my favorites!! Great job, D!!! "
"1835544596";"0";"more depressed than you could ever imagine that I won't be going to Vegas.  I hate having to be financially responsible."
"2175347246";"4";"Lakers=WorldCHhampions!!! Wooo!! Dangg The &quot; Laker Parade&quot; Was Straight Up Crazyy! Ahahaha "
"1881753278";"0";"In Mcdonalds....... Wanted To See Star Trek But All Late Times "
"1573717335";"0";"This is wario, I wish there is wario land game in PSP  , I miss this game, last time I played it was wi... - Photo: http://bkite.com/06H8T"
"2220967351";"0";"@JonasAustralia I have to wait till next week.. I get paid on monday. "
"1468022265";"0";"Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. "
"2247048768";"0";"gots a headache and baby eric's got a fever  crying fussy baby=no fun"
"2264791405";"0";"@seriog tried, it allows only chars, numbers and underscore  I'll go with jankowarpspeed"
"1824687073";"0";"Cancer is such a deadly horrible disease... We need to unite and fight to cure cancer for all... To many people lose the fight... So sad "
"2071912209";"4";"What you know about them Lakers! Haha. . .yeaaaaah baby. "
"1977489431";"0";"LeBron was tired u can totally tell by that he only got 25 pts., his attitude, he was so TIRED!    :@ :-S  :$  :'("
"1998104602";"0";"I hate having my eyes dialated....I have a headache "
"1975783415";"0";"Sitting at McDonalds while JC &amp; Bethanie play in the tunnels and I miss my wonderful hubby!  "
"1883408938";"0";"Found out that @Astro_Mike was NOT really tweeting from the space shuttle. It was just someone @ NASA. Bummer, I was so diggin that dude! "
"1997997283";"0";"No more orange drink at Mcdonalds  http://tinyurl.com/l2m3hb"
"1822827385";"0";"Up holding Rae. She just threw up all over me &amp; has an underarm fever of 103.8!  Please pray for my sweet girl!"
"1834389223";"0";"@kuuchuu He was also in Sydney too!!  "
"2062325265";"0";"I want to move to London "
"1467990530";"0";"@limbecky I'm doing the time warp without you and am sad. "
"2216605801";"0";"waiting for taylor swift to follow me so i could message her...wish she would but im sure she wont  i want to talk to her soooooo bad"
"2070050937";"0";"@DatasWife Aww do you really work in McDonalds. "
"1759088692";"4";"watching you belong to mee video  --taylor swift is amazing, love her...my new idol lol "
"1978842347";"4";"L.A. vs. Orlando...I have faith in L.A. Lakers. I'm a true fan! Go Lakers!!! "
"2053704763";"4";"@feliciaday Hey can you tell me if we can use Xbox 360 to use Twitter as Tickers/popups? That would be Sweet! "
"2177334527";"4";"haha realized today my dad says &quot;back home&quot; not &quot;in England&quot; I like that  he has his priorities "
"2070347245";"4";"Listening to love story by taylor swift in the car and singing along "
"1978906868";"4";"Youtube and Facebook ftw! "
"1823319180";"4";"Red Devils champion of England for the 3rd time in a row.  Next stop CL title "
"1932364070";"4";"@BrianViloria Not this year, Mr. LeBron James! Hahaha! "
"2188469473";"4";"is humming &quot;Hey Stephen&quot;-Taylor Swift "
"1467935037";"4";"I loved today "
"1468021347";"4";"@mydesire I saw that earlier on Darker Sights/Sounds. I subscribe to that blog in my google reader.  Yummmminesssssss."
"1880879216";"4";"http://twitpic.com/5oll7 - We are on board....The Mini stored with the other Minis.... England here we come! "
"2071912256";"4";"All rockstars are back home: while 'some of us' freshen up, 'others' watch Magic/Lakers game, then we'll celebrate Sweden Rock in Florida "
"1957670561";"4";"Going On The London Eye Today  Wooooo Going To Take Lots Of Pictures So Add Me On Facebook To See Them When I Tweet That I'm Back Okay. "
"2066791269";"4";"is going to picnic it up then watch Game 2 of the Lakers-Magic series  Go Lakers!"
"1468007617";"4";"@katayy what do you think of Kelly clarkson? her new album has been pumping through my MP3 player for weeks now "
"1468021270";"4";"What an awesome day   Boy am I grateful &amp; blessed, and I know it."
"1976012690";"4";"@tru_artiste my dude ima have the pics up soon  prolly facebook"
"1691089560";"4";"@HollywoodHansM lol like how gud kobe iz!! lol and its gunn be the lakers &amp; cavs in the finals "
"1978392943";"4";"First day of shows is done  and looking forward to Lakers v Magic finals "
"2070088074";"4";"@lancearmstrong http://twitpic.com/6vb49 - wow lance great pic brother! you my idol! my mom just beat breast cancer! "
"1559070007";"4";"@LittleFletcher Hi Carrie! How are you? Girl, Brazil love you! Come visit here! Have a nice day!  xx"
"1467987350";"4";"Nice, my contract was extended for another month "
"1994653836";"4";"omg! well..here is the best news of all time in Brazil with McFly: http://bit.ly/zp3If  Look at this boys! "
"1882358244";"4";"@pcdnicole Hi Nicole, glad you loved Sydney! Was amazing working with you the other night at 301! Looking forward to you coming back "
"1824427928";"4";"I know am the owner of the ultimate iPod thanks to @grantcrusor... My music collection is quite serious. That is all. Good night folks "
"1971825496";"4";"I've got a new toy and have joined iphonedom  I love it!"
"2063164137";"4";"Just downloaded taylor swift because bauer has got me hooked "
"2052940465";"4";"@catharinamcfly think of London and you'll survive!  Can't believe that it's less then a year until I graduate! London Here I come! "
"1752749091";"4";"@Bparker_Seattle I totally 4 got about Golden Girls that is a gr8 Show "
"1997963956";"4";"great time at @starbucks with @algarcia3505 &amp; @cgarcia47 ! now I'm out for a bit "
"1831259934";"4";"My Lakers won, now its time to see Magic win against the Celts "
"2053234719";"4";"taylor swift's songs make me happy, i don't know why haha "
"2055617579";"4";"starbucks with the soon-to-be bride and her sister "
"1467951978";"4";"going to the sunshine coast on Thursday  should be pretty awesome, i can update my tan "
"1960351165";"4";"@spicebugsmom A few more for you to follow: @aims7 @alirushton @dillyh @Oprah @timescolonist @JohnCleese ...Welcome to Twitter mums "
"2060277033";"4";"instead i told my mom to go to mcdonalds  hahaha"
"1467952934";"4";"Home just in time for Chelsea Lately "
"2180623876";"4";"i think it's awesome that @mishacollins has more votes than @oprah on the tweeterwall. keep up the work! "
"1467822283";"4";"@DaRealSunisaKim Thanks for the Twitter add, Sunisa! I got to meet you once at a HIN show here in the DC area and you were a sweetheart. "
"1967963080";"4";"LAKERS FTW BABYY!! my boys did work tonight!!! "
"1791744579";"4";"@ddlovato Demi I'll deff see you on Brazil (S�o Paulo) on the show &amp;&amp; stage!  so excited"
"1976960923";"4";"Anyone else love the fact that they #Lakers are not even playing tonight but #Kobe is #5 on trending topics! "
"1976961279";"4";"@stasia19 i got work at 8:30 so i'm going to bed now. i shall ttyl, have fun doing your project  STARBUCKS DATE SOON ?"
"2188615777";"4";"@Audrey_O Girl, what are you contemplating. We ARE going to Vegas!  The concert? Well, that part is up in the air! haha"
"1986945698";"4";"@TayStarr awww thats my job, im like mcdonalds girl, i love to see you smile "
"1969959831";"4";"@NasaCaligeek I think even the coolest ppl have a geek inside waiting patiently to get out... "
"1998858304";"4";"@BennyDavro Honey, you're not only on the 1st page, you're within about 100 votes of Obama. Rock that grass skirt, luv. "
"1468036672";"4";"@hitwithafish very nice pics! Such a cute family! "
"1467972403";"4";"@VampireBill  Goodnight and take care "
"1467952308";"4";"@ashleeadams doesn't make you look fat at all man. Good photo. "
"1686285768";"4";"@sydneymckinley im not gonna lie, i absolutely LOVED JONAS. hahahaha, those boys can do no wrong "
"2065608954";"4";"@tommcfly will you watch Green Day on UK this year? can't wait to see them in Brazil... Billie is trying to learn some portuguese! "
"1985646530";"4";"sooo excited....i just bought tickets to Taylor Swift. ahhhhhh "
"2011928741";"4";"liked seeing President Obama visit 5 Guys "
